timestamp,confidence,type
1557016208246,1.0,ON_FOOT
1557016208246,1.0,WALKING
1557016224072,0.58,ON_FOOT
1557016224072,0.58,WALKING
1557016224072,0.19,UNKNOWN
1557016224072,0.12,IN_VEHICLE
1557016224072,0.12,ON_BICYCLE
1557016240506,0.65,UNKNOWN
1557016240506,0.16,STILL
1557016240506,0.15,IN_VEHICLE
1557016240506,0.04,ON_BICYCLE
1557016257519,1.0,STILL
1557016273572,0.54,STILL
1557016273572,0.31,IN_VEHICLE
1557016273572,0.15,UNKNOWN
1557016289683,0.54,STILL
1557016289683,0.46,UNKNOWN
1557016305760,0.38,STILL
1557016305760,0.38,UNKNOWN
1557016305760,0.23,IN_VEHICLE
1557016321821,1.0,STILL
1557016337878,0.77,UNKNOWN
1557016337878,0.23,IN_VEHICLE
1557016369865,0.5,UNKNOWN
1557016369865,0.43,STILL
1557016369865,0.08,IN_VEHICLE
1557016385909,0.69,STILL
1557016385909,0.23,UNKNOWN
1557016385909,0.08,IN_VEHICLE
1557016401950,0.54,STILL
1557016401950,0.46,UNKNOWN
1557016417983,1.0,STILL
1557016434010,1.0,STILL
1557016451266,1.0,STILL
1557016467310,1.0,STILL
1557016483356,0.54,STILL
1557016483356,0.23,UNKNOWN
1557016483356,0.2,IN_VEHICLE
1557016483356,0.04,ON_FOOT
1557016483356,0.04,RUNNING
1557016499398,0.54,STILL
1557016499398,0.38,IN_VEHICLE
1557016499398,0.08,UNKNOWN
1557016515444,0.46,STILL
1557016515444,0.38,UNKNOWN
1557016515444,0.15,IN_VEHICLE
1557016531481,0.92,STILL
1557016531481,0.08,IN_VEHICLE
1557016547538,0.43,STILL
1557016547538,0.43,UNKNOWN
1557016547538,0.15,IN_VEHICLE
1557016563594,1.0,STILL
1557016630563,0.75,STILL
1557016630563,0.1,IN_VEHICLE
1557016630563,0.08,UNKNOWN
1557016630563,0.06,ON_FOOT
1557016630563,0.06,WALKING
1557016630563,0.02,ON_BICYCLE
1557016646642,1.0,STILL
1557016662694,1.0,STILL
1557016678748,0.62,STILL
1557016678748,0.23,IN_VEHICLE
1557016678748,0.15,UNKNOWN
1557016694795,1.0,STILL
1557016710866,0.69,STILL
1557016710866,0.23,IN_VEHICLE
1557016710866,0.08,UNKNOWN
1557016726907,0.46,STILL
1557016726907,0.38,UNKNOWN
1557016726907,0.15,IN_VEHICLE
1557016742944,0.38,STILL
1557016742944,0.31,IN_VEHICLE
1557016742944,0.31,UNKNOWN
1557016758984,0.77,STILL
1557016758984,0.23,IN_VEHICLE
1557016872098,0.54,ON_FOOT
1557016872098,0.54,WALKING
1557016872098,0.31,UNKNOWN
1557016872098,0.15,ON_BICYCLE
1557016887220,0.92,ON_FOOT
1557016887220,0.92,WALKING
1557016887220,0.08,ON_BICYCLE
1557016903272,0.85,ON_FOOT
1557016903272,0.77,WALKING
1557016903272,0.08,ON_BICYCLE
1557016903272,0.08,UNKNOWN
1557016903272,0.08,RUNNING
1557016918488,0.44,UNKNOWN
1557016918488,0.21,IN_VEHICLE
1557016918488,0.21,ON_FOOT
1557016918488,0.21,WALKING
1557016918488,0.14,ON_BICYCLE
1557016933731,0.48,UNKNOWN
1557016933731,0.4,STILL
1557016933731,0.06,ON_FOOT
1557016933731,0.06,WALKING
1557016933731,0.03,IN_VEHICLE
1557016933731,0.03,ON_BICYCLE
1557016949797,0.54,UNKNOWN
1557016949797,0.23,IN_VEHICLE
1557016949797,0.16,STILL
1557016949797,0.06,ON_BICYCLE
1557016949797,0.02,ON_FOOT
1557016949797,0.02,WALKING
1557016965851,0.77,STILL
1557016965851,0.23,IN_VEHICLE
1557016981890,0.54,STILL
1557016981890,0.38,UNKNOWN
1557016981890,0.08,IN_VEHICLE
1557016997927,0.85,STILL
1557016997927,0.08,IN_VEHICLE
1557016997927,0.08,UNKNOWN
1557017013980,0.46,STILL
1557017013980,0.38,UNKNOWN
1557017013980,0.15,IN_VEHICLE
1557017030037,0.62,IN_VEHICLE
1557017030037,0.38,STILL
1557017046077,0.46,IN_VEHICLE
1557017046077,0.46,STILL
1557017046077,0.08,UNKNOWN
1557017062121,0.92,STILL
1557017062121,0.08,IN_VEHICLE
1557017078171,1.0,STILL
1557017094202,1.0,STILL
1557017110253,0.92,STILL
1557017110253,0.08,IN_VEHICLE
1557017126293,0.46,STILL
1557017126293,0.38,UNKNOWN
1557017126293,0.15,IN_VEHICLE
1557017142327,0.85,STILL
1557017142327,0.15,IN_VEHICLE
1557017158370,0.92,STILL
1557017158370,0.08,IN_VEHICLE
1557017174430,0.54,STILL
1557017174430,0.38,UNKNOWN
1557017174430,0.08,IN_VEHICLE
1557017190474,0.46,STILL
1557017190474,0.38,IN_VEHICLE
1557017190474,0.15,UNKNOWN
1557017206526,0.77,IN_VEHICLE
1557017206526,0.23,STILL
1557017222578,1.0,STILL
1557017238640,1.0,STILL
1557017254685,1.0,STILL
1557017270713,1.0,STILL
1557017286750,1.0,STILL
1557017302796,0.92,STILL
1557017302796,0.08,UNKNOWN
1557017318829,0.92,STILL
1557017318829,0.08,IN_VEHICLE
1557017335078,0.85,STILL
1557017335078,0.15,UNKNOWN
1557017351131,0.44,UNKNOWN
1557017351131,0.39,STILL
1557017351131,0.18,IN_VEHICLE
1557017367160,0.85,STILL
1557017367160,0.15,IN_VEHICLE
1557017383199,0.85,STILL
1557017383199,0.15,IN_VEHICLE
1557017399280,1.0,STILL
1557017415332,0.92,STILL
1557017415332,0.08,IN_VEHICLE
1557017431359,0.54,STILL
1557017431359,0.38,IN_VEHICLE
1557017431359,0.08,UNKNOWN
1557017447386,0.62,STILL
1557017447386,0.31,IN_VEHICLE
1557017447386,0.08,UNKNOWN
1557017463432,0.92,STILL
1557017463432,0.08,IN_VEHICLE
1557017479461,0.46,UNKNOWN
1557017479461,0.25,IN_VEHICLE
1557017479461,0.25,STILL
1557017479461,0.04,ON_BICYCLE
1557017495486,0.48,STILL
1557017495486,0.28,IN_VEHICLE
1557017495486,0.21,UNKNOWN
1557017495486,0.03,ON_BICYCLE
1557017511535,0.5,STILL
1557017511535,0.31,UNKNOWN
1557017511535,0.19,IN_VEHICLE
1557017813079,1.0,STILL
1557018114109,1.0,STILL
1557018507204,1.0,STILL
1557018687292,0.5,UNKNOWN
1557018687292,0.23,ON_BICYCLE
1557018687292,0.12,ON_FOOT
1557018687292,0.12,WALKING
1557018687292,0.04,IN_VEHICLE
1557018694862,0.39,UNKNOWN
1557018694862,0.27,IN_VEHICLE
1557018694862,0.17,ON_BICYCLE
1557018694862,0.17,ON_FOOT
1557018694862,0.17,WALKING
1557018714254,0.5,UNKNOWN
1557018714254,0.23,STILL
1557018714254,0.12,IN_VEHICLE
1557018714254,0.11,ON_BICYCLE
1557018714254,0.04,ON_FOOT
1557018714254,0.04,WALKING
1557019029540,0.56,UNKNOWN
1557019029540,0.25,STILL
1557019029540,0.12,ON_FOOT
1557019029540,0.12,WALKING
1557019029540,0.08,ON_BICYCLE
1557019107317,0.39,UNKNOWN
1557019107317,0.21,STILL
1557019107317,0.16,ON_FOOT
1557019107317,0.16,WALKING
1557019107317,0.14,ON_BICYCLE
1557019107317,0.12,IN_VEHICLE
1557019123391,0.79,UNKNOWN
1557019123391,0.1,IN_VEHICLE
1557019123391,0.06,ON_BICYCLE
1557019123391,0.06,ON_FOOT
1557019123391,0.04,WALKING
1557019123391,0.02,RUNNING
1557019139501,0.64,UNKNOWN
1557019139501,0.31,IN_VEHICLE
1557019139501,0.04,ON_BICYCLE
1557019139501,0.02,STILL
1557019154614,0.44,UNKNOWN
1557019154614,0.25,IN_VEHICLE
1557019154614,0.23,ON_BICYCLE
1557019154614,0.08,ON_FOOT
1557019154614,0.08,WALKING
1557019169704,0.5,UNKNOWN
1557019169704,0.29,IN_VEHICLE
1557019169704,0.18,ON_BICYCLE
1557019169704,0.04,ON_FOOT
1557019169704,0.04,WALKING
1557019184722,0.38,ON_FOOT
1557019184722,0.38,WALKING
1557019184722,0.31,UNKNOWN
1557019184722,0.23,IN_VEHICLE
1557019184722,0.08,ON_BICYCLE
1557019190350,0.62,UNKNOWN
1557019190350,0.38,IN_VEHICLE
1557019205354,0.31,IN_VEHICLE
1557019205354,0.31,ON_FOOT
1557019205354,0.31,WALKING
1557019205354,0.23,ON_BICYCLE
1557019205354,0.15,UNKNOWN
1557019221385,0.35,IN_VEHICLE
1557019221385,0.29,ON_FOOT
1557019221385,0.29,WALKING
1557019221385,0.23,UNKNOWN
1557019221385,0.14,ON_BICYCLE
1557019295329,1.0,IN_VEHICLE
1557019306404,1.0,IN_VEHICLE
1557019306479,1.0,STILL
1557019306556,1.0,STILL
1557019316649,0.62,IN_VEHICLE
1557019316649,0.23,ON_BICYCLE
1557019316649,0.08,ON_FOOT
1557019316649,0.08,UNKNOWN
1557019316649,0.08,WALKING
1557019316716,1.0,STILL
1557019429689,0.66,STILL
1557019429689,0.14,UNKNOWN
1557019429689,0.08,IN_VEHICLE
1557019429689,0.08,ON_FOOT
1557019429689,0.08,WALKING
1557019429689,0.06,ON_BICYCLE
1557019443102,0.77,STILL
1557019443102,0.23,IN_VEHICLE
1557019458133,1.0,STILL
1557019473210,0.54,STILL
1557019473210,0.39,UNKNOWN
1557019473210,0.08,IN_VEHICLE
1557019488224,0.92,STILL
1557019488224,0.08,IN_VEHICLE
1557019503260,0.92,STILL
1557019503260,0.08,IN_VEHICLE
1557019518320,0.92,STILL
1557019518320,0.08,IN_VEHICLE
1557019533416,0.85,STILL
1557019533416,0.15,IN_VEHICLE
1557019548908,1.0,STILL
1557019563937,1.0,STILL
1557019578966,1.0,STILL
1557019594077,0.68,STILL
1557019594077,0.31,UNKNOWN
1557019594077,0.02,IN_VEHICLE
1557019609057,1.0,STILL
1557019624136,0.69,STILL
1557019624136,0.15,IN_VEHICLE
1557019624136,0.15,UNKNOWN
1557019640209,0.92,STILL
1557019640209,0.08,IN_VEHICLE
1557019656277,1.0,STILL
1557019674132,0.85,STILL
1557019674132,0.15,IN_VEHICLE
1557019690183,0.5,UNKNOWN
1557019690183,0.31,IN_VEHICLE
1557019690183,0.19,STILL
1557019705879,0.49,UNKNOWN
1557019705879,0.46,IN_VEHICLE
1557019705879,0.03,ON_FOOT
1557019705879,0.03,WALKING
1557019705879,0.02,ON_BICYCLE
1557019709354,0.5,IN_VEHICLE
1557019709354,0.5,UNKNOWN
1557019725403,0.5,IN_VEHICLE
1557019725403,0.5,UNKNOWN
1557019741506,0.5,IN_VEHICLE
1557019741506,0.5,UNKNOWN
1557019757536,0.5,UNKNOWN
1557019757536,0.49,IN_VEHICLE
1557019757536,0.02,ON_BICYCLE
1557019771472,0.5,IN_VEHICLE
1557019771472,0.5,UNKNOWN
1557019786509,0.5,IN_VEHICLE
1557019786509,0.5,UNKNOWN
1557019801582,0.5,UNKNOWN
1557019801582,0.47,IN_VEHICLE
1557019801582,0.01,ON_BICYCLE
1557019801582,0.01,ON_FOOT
1557019801582,0.01,WALKING
1557019816922,0.5,IN_VEHICLE
1557019816922,0.5,UNKNOWN
1557019831960,0.5,IN_VEHICLE
1557019831960,0.5,UNKNOWN
1557019846993,0.5,IN_VEHICLE
1557019846993,0.5,UNKNOWN
1557019862045,0.5,IN_VEHICLE
1557019862045,0.5,UNKNOWN
1557019877151,1.0,IN_VEHICLE
1557019892186,1.0,IN_VEHICLE
1557019908214,1.0,IN_VEHICLE
1557019924273,0.77,IN_VEHICLE
1557019924273,0.15,ON_BICYCLE
1557019924273,0.08,ON_FOOT
1557019924273,0.08,WALKING
1557019940313,0.92,IN_VEHICLE
1557019940313,0.08,UNKNOWN
1557020240635,1.0,IN_VEHICLE
1557020539852,1.0,IN_VEHICLE
1557020838469,0.62,STILL
1557020838469,0.38,IN_VEHICLE
1557021178249,0.85,STILL
1557021178249,0.15,IN_VEHICLE
1557021399449,0.39,UNKNOWN
1557021399449,0.23,ON_BICYCLE
1557021399449,0.2,ON_FOOT
1557021399449,0.19,IN_VEHICLE
1557021399449,0.16,WALKING
1557021399449,0.04,RUNNING
1557021415529,0.86,UNKNOWN
1557021415529,0.1,IN_VEHICLE
1557021415529,0.02,ON_BICYCLE
1557021415529,0.02,STILL
1557021539278,1.0,IN_VEHICLE
1557021829445,0.65,IN_VEHICLE
1557021829445,0.35,UNKNOWN
1557022061712,0.38,ON_FOOT
1557022061712,0.38,WALKING
1557022061712,0.31,ON_BICYCLE
1557022061712,0.15,IN_VEHICLE
1557022061712,0.15,UNKNOWN
1557022077982,0.63,UNKNOWN
1557022077982,0.25,IN_VEHICLE
1557022077982,0.08,ON_BICYCLE
1557022077982,0.04,STILL
1557022093078,0.65,UNKNOWN
1557022093078,0.23,IN_VEHICLE
1557022093078,0.12,STILL
1557022109191,1.0,IN_VEHICLE
1557022125264,1.0,IN_VEHICLE
1557022141352,0.69,IN_VEHICLE
1557022141352,0.31,UNKNOWN
1557022157410,0.38,IN_VEHICLE
1557022157410,0.31,ON_BICYCLE
1557022157410,0.31,UNKNOWN
1557022173351,0.69,IN_VEHICLE
1557022173351,0.31,UNKNOWN
1557022189389,0.58,UNKNOWN
1557022189389,0.42,IN_VEHICLE
1557022204420,0.41,UNKNOWN
1557022204420,0.4,IN_VEHICLE
1557022204420,0.19,STILL
1557022219457,0.62,IN_VEHICLE
1557022219457,0.23,STILL
1557022219457,0.15,UNKNOWN
1557022234486,0.69,IN_VEHICLE
1557022234486,0.23,UNKNOWN
1557022234486,0.08,STILL
1557022249560,0.5,IN_VEHICLE
1557022249560,0.47,UNKNOWN
1557022249560,0.04,ON_FOOT
1557022249560,0.04,RUNNING
1557022264672,0.77,STILL
1557022264672,0.15,IN_VEHICLE
1557022264672,0.08,UNKNOWN
1557022279662,0.69,IN_VEHICLE
1557022279662,0.31,UNKNOWN
1557022294706,1.0,STILL
1557022309763,0.66,STILL
1557022309763,0.2,UNKNOWN
1557022309763,0.12,IN_VEHICLE
1557022309763,0.02,ON_FOOT
1557022309763,0.02,RUNNING
1557022326037,0.51,IN_VEHICLE
1557022326037,0.46,UNKNOWN
1557022326037,0.03,STILL
1557022341313,0.69,STILL
1557022341313,0.31,IN_VEHICLE
1557022356318,0.77,STILL
1557022356318,0.15,UNKNOWN
1557022356318,0.08,IN_VEHICLE
1557022371407,0.77,STILL
1557022371407,0.15,IN_VEHICLE
1557022371407,0.08,UNKNOWN
1557022386435,0.67,STILL
1557022386435,0.29,UNKNOWN
1557022386435,0.04,IN_VEHICLE
1557022401617,0.92,STILL
1557022401617,0.08,UNKNOWN
1557022416646,1.0,STILL
1557022432696,0.92,IN_VEHICLE
1557022432696,0.08,UNKNOWN
1557022448743,0.58,IN_VEHICLE
1557022448743,0.39,UNKNOWN
1557022448743,0.04,ON_FOOT
1557022448743,0.04,RUNNING
1557022463060,0.92,STILL
1557022463060,0.08,IN_VEHICLE
1557022478112,0.92,STILL
1557022478112,0.08,UNKNOWN
1557022493131,0.92,STILL
1557022493131,0.08,IN_VEHICLE
1557022508161,1.0,STILL
1557022523221,0.5,STILL
1557022523221,0.35,UNKNOWN
1557022523221,0.16,IN_VEHICLE
1557022538279,0.92,STILL
1557022538279,0.08,IN_VEHICLE
1557022553298,0.92,STILL
1557022553298,0.08,UNKNOWN
1557022570763,0.77,UNKNOWN
1557022570763,0.13,IN_VEHICLE
1557022570763,0.08,ON_BICYCLE
1557022570763,0.02,STILL
1557022585119,0.71,UNKNOWN
1557022585119,0.19,IN_VEHICLE
1557022585119,0.08,STILL
1557022585119,0.02,ON_BICYCLE
1557022600126,1.0,STILL
1557022615233,1.0,STILL
1557022630309,0.92,STILL
1557022630309,0.08,UNKNOWN
1557022645371,0.46,STILL
1557022645371,0.46,UNKNOWN
1557022645371,0.08,IN_VEHICLE
1557022660449,1.0,STILL
1557022675419,1.0,STILL
1557022690498,0.92,STILL
1557022690498,0.08,UNKNOWN
1557022705560,0.77,STILL
1557022705560,0.23,IN_VEHICLE
1557022721593,0.44,UNKNOWN
1557022721593,0.41,IN_VEHICLE
