timestamp,confidence,type
1557104254373,1.0,STILL
1557104838463,1.0,TILTING
1557105422553,0.36,STILL
1557105422553,0.21,UNKNOWN
1557105422553,0.13,IN_VEHICLE
1557105422553,0.09,ON_FOOT
1557105422553,0.09,WALKING
1557105422553,0.08,ON_BICYCLE
1557105422553,0.05,RUNNING
1557105432115,1.0,TILTING
1557105441676,1.0,STILL
1557108167443,0.91,ON_FOOT
1557108167443,0.91,WALKING
1557108167443,0.05,STILL
1557108167443,0.03,UNKNOWN
1557108167443,0.01,IN_VEHICLE
1557108167443,0.0,ON_BICYCLE
1557108174069,0.9,ON_FOOT
1557108174069,0.9,WALKING
1557108174069,0.04,STILL
1557108174069,0.02,IN_VEHICLE
1557108174069,0.02,UNKNOWN
1557108174069,0.01,ON_BICYCLE
1557108199692,0.31,UNKNOWN
1557108199692,0.21,STILL
1557108199692,0.11,IN_VEHICLE
1557108199692,0.11,ON_FOOT
1557108199692,0.11,WALKING
1557108199692,0.09,ON_BICYCLE
1557108199692,0.08,RUNNING
1557108223385,0.62,STILL
1557108223385,0.23,ON_FOOT
1557108223385,0.23,WALKING
1557108223385,0.08,IN_VEHICLE
1557108223385,0.02,UNKNOWN
1557108223385,0.01,ON_BICYCLE
1557108238636,0.81,STILL
1557108238636,0.06,ON_BICYCLE
1557108238636,0.06,ON_FOOT
1557108238636,0.06,WALKING
1557108238636,0.04,IN_VEHICLE
1557108238636,0.02,UNKNOWN
1557108246286,1.0,TILTING
1557108253936,0.47,STILL
1557108253936,0.21,UNKNOWN
1557108253936,0.09,ON_FOOT
1557108253936,0.09,WALKING
1557108253936,0.07,IN_VEHICLE
1557108253936,0.07,ON_BICYCLE
1557108253936,0.05,RUNNING
1557108269339,0.44,STILL
1557108269339,0.34,ON_FOOT
1557108269339,0.34,WALKING
1557108269339,0.1,ON_BICYCLE
1557108269339,0.04,IN_VEHICLE
1557108269339,0.03,RUNNING
1557108269339,0.02,UNKNOWN
1557108290024,0.96,ON_FOOT
1557108290024,0.96,WALKING
1557108290024,0.03,UNKNOWN
1557108290024,0.0,ON_BICYCLE
1557108290024,0.0,STILL
1557108290024,0.0,RUNNING
1557108305265,0.99,ON_FOOT
1557108305265,0.99,WALKING
1557108305265,0.01,UNKNOWN
1557108316419,0.55,ON_FOOT
1557108316419,0.55,WALKING
1557108316419,0.2,UNKNOWN
1557108316419,0.05,IN_VEHICLE
1557108316419,0.05,ON_BICYCLE
1557108316419,0.05,STILL
1557108316419,0.05,RUNNING
1557108324099,1.0,TILTING
1557108331779,0.53,STILL
1557108331779,0.27,ON_FOOT
1557108331779,0.27,WALKING
1557108331779,0.1,UNKNOWN
1557108331779,0.03,IN_VEHICLE
1557108331779,0.03,ON_BICYCLE
1557108331779,0.03,RUNNING
1557108347157,1.0,STILL
1557108360322,1.0,STILL
1557108375617,1.0,STILL
1557108390935,1.0,STILL
1557108406228,1.0,STILL
1557108421517,1.0,STILL
1557108438083,1.0,STILL
1557108453399,1.0,STILL
1557108468683,1.0,STILL
1557108484002,1.0,STILL
1557108499289,1.0,STILL
1557108514566,1.0,STILL
