timestamp,type
1558483766175,POWER_DISCONNECTED
1558484357425,POWER_CONNECTED
1558484881399,POWER_DISCONNECTED
1558484883537,SCREEN_OFF
1558484939761,SCREEN_ON
1558484944137,SCREEN_OFF
1558484999249,SCREEN_ON
1558485005207,SCREEN_OFF
1558485009605,SCREEN_ON
1558485013528,SCREEN_OFF
1558485016425,SCREEN_ON
1558485019019,UNLOCK
1558485020974,SCREEN_OFF
1558485031153,UNLOCK
1558485031377,SCREEN_ON
1558485196231,SCREEN_OFF
1558485216375,SCREEN_ON
1558485217051,UNLOCK
1558485452049,SCREEN_OFF
1558485456397,UNLOCK
1558485456590,SCREEN_ON
1558485494043,SCREEN_OFF
1558485496333,SCREEN_ON
1558485497148,UNLOCK
1558485557694,SCREEN_OFF
1558485612839,SCREEN_ON
1558485613420,UNLOCK
1558485616165,SCREEN_OFF
1558485781223,SCREEN_ON
1558485784352,UNLOCK
1558485788459,SCREEN_OFF
1558485793994,SCREEN_ON
1558485798535,SCREEN_OFF
1558485855383,UNLOCK
1558485855555,SCREEN_ON
1558485912679,SCREEN_OFF
1558485957253,SCREEN_ON
1558485958165,UNLOCK
1558486034774,SCREEN_OFF
1558486155094,SCREEN_ON
1558486161965,SCREEN_OFF
1558486402611,UNLOCK
1558486402872,SCREEN_ON
1558486412587,SCREEN_OFF
1558486484135,SCREEN_ON
1558486487528,UNLOCK
1558486507166,SCREEN_OFF
1558486542598,UNLOCK
1558486542747,SCREEN_ON
1558486579727,SCREEN_OFF
1558486597344,UNLOCK
1558486597691,SCREEN_ON
1558486640526,SCREEN_OFF
1558486650587,SCREEN_ON
1558486658278,SCREEN_OFF
1558486794066,SCREEN_ON
1558486800063,SCREEN_OFF
1558486823058,UNLOCK
1558486823327,SCREEN_ON
1558487472845,SCREEN_OFF
1558487473969,SCREEN_ON
1558487474574,UNLOCK
1558487478309,SCREEN_OFF
1558487478612,SCREEN_ON
1558487479896,UNLOCK
1558487482043,SCREEN_OFF
1558487718665,SCREEN_ON
1558487719721,UNLOCK
1558488044418,SCREEN_OFF
1558488057910,UNLOCK
1558488058055,SCREEN_ON
1558488070695,SCREEN_OFF
1558488204021,SCREEN_ON
1558488213939,SCREEN_OFF
1558488332026,SCREEN_ON
1558488332128,UNLOCK
1558488337684,SCREEN_OFF
1558488365545,SCREEN_ON
1558488378175,SCREEN_OFF
1558488583880,SCREEN_ON
1558488583940,UNLOCK
1558488716588,SCREEN_OFF
1558488805085,SCREEN_ON
1558488806911,RINGER_MODE_VIBRATE
1558488810726,RINGER_MODE_SILENT
1558488814049,SCREEN_OFF
1558491997422,UNLOCK
1558491997594,SCREEN_ON
1558492167316,SCREEN_OFF
1558492177340,SCREEN_ON
1558492179870,SCREEN_OFF
1558492963448,SCREEN_ON
1558492979947,SCREEN_OFF
1558492996225,SCREEN_ON
1558492997409,UNLOCK
1558493044868,RINGER_MODE_NORMAL
1558493049066,SCREEN_OFF
1558493071288,UNLOCK
1558493071459,SCREEN_ON
1558493220642,SCREEN_OFF
1558493245329,SCREEN_ON
1558493245818,UNLOCK
1558495194295,SCREEN_OFF
1558495206150,SCREEN_ON
1558495208795,SCREEN_OFF
1558495240701,SCREEN_ON
1558495241892,UNLOCK
1558495263088,SCREEN_OFF
1558495337962,SCREEN_ON
1558495344993,SCREEN_OFF
1558495345306,SCREEN_ON
1558495346883,SCREEN_OFF
1558495458149,SCREEN_ON
1558495459005,UNLOCK
1558495477930,SCREEN_OFF
1558495555132,SCREEN_ON
1558495557877,SCREEN_OFF
1558495737764,SCREEN_ON
1558495739523,UNLOCK
1558495913891,SCREEN_OFF
1558496357295,SCREEN_ON
1558496360357,UNLOCK
1558498598004,SCREEN_OFF
1558498603008,SCREEN_ON
1558498604618,UNLOCK
1558498609861,SCREEN_OFF
1558498611535,UNLOCK
1558498611736,SCREEN_ON
1558498865416,SCREEN_OFF
1558499054614,UNLOCK
1558499054971,SCREEN_ON
1558499113891,SCREEN_OFF
1558499175455,UNLOCK
1558499175796,SCREEN_ON
1558499185679,SCREEN_OFF
1558499346080,UNLOCK
1558499346475,SCREEN_ON
1558499456674,SCREEN_OFF
1558499496014,SCREEN_ON
1558499496108,UNLOCK
1558499568214,SCREEN_OFF
1558499568590,SCREEN_ON
1558499569029,UNLOCK
1558499594957,SCREEN_OFF
1558499595322,SCREEN_ON
1558499596760,SCREEN_OFF
1558499659419,SCREEN_ON
1558499662370,SCREEN_OFF
1558499679105,POWER_CONNECTED
1558500604134,SCREEN_ON
1558500611358,SCREEN_OFF
1558502043266,POWER_DISCONNECTED
1558502044041,SCREEN_ON
1558502048136,UNLOCK
1558502059681,SCREEN_OFF
1558502077423,SCREEN_ON
1558502080501,UNLOCK
1558502101826,SCREEN_OFF
1558502281681,SCREEN_ON
1558502282432,UNLOCK
1558502777125,SCREEN_OFF
1558502850134,SCREEN_ON
1558502850149,UNLOCK
1558503088031,SCREEN_OFF
1558503213889,UNLOCK
1558503214119,SCREEN_ON
1558503259285,SCREEN_OFF
