timestamp,confidence,type
1556928029134,0.61,STILL
1556928029134,0.18,IN_VEHICLE
1556928029134,0.07,ON_FOOT
1556928029134,0.07,WALKING
1556928029134,0.01,ON_BICYCLE
1556928029134,0.01,UNKNOWN
1556928317195,1.0,TILTING
1556928605256,0.88,STILL
1556928605256,0.03,ON_FOOT
1556928605256,0.03,UNKNOWN
1556928605256,0.03,WALKING
1556928605256,0.02,IN_VEHICLE
1556928605256,0.02,ON_BICYCLE
1556929922960,0.4,STILL
1556929922960,0.27,UNKNOWN
1556929922960,0.07,IN_VEHICLE
1556929922960,0.07,ON_BICYCLE
1556929922960,0.07,ON_FOOT
1556929922960,0.07,WALKING
1556929922960,0.07,RUNNING
1556929939309,1.0,STILL
1556930020083,1.0,TILTING
1556930100856,0.79,STILL
1556930100856,0.19,ON_FOOT
1556930100856,0.19,WALKING
1556930100856,0.01,IN_VEHICLE
1556930100856,0.01,UNKNOWN
1556930100856,0.0,ON_BICYCLE
1556930190547,1.0,STILL
1556930190679,1.0,STILL
1556930225034,0.55,STILL
1556930225034,0.2,UNKNOWN
1556930225034,0.05,IN_VEHICLE
1556930225034,0.05,ON_BICYCLE
1556930225034,0.05,ON_FOOT
1556930225034,0.05,WALKING
1556930225034,0.05,RUNNING
1556930240164,1.0,STILL
1556930272896,1.0,TILTING
1556930305627,0.39,STILL
1556930305627,0.35,IN_VEHICLE
1556930305627,0.1,ON_FOOT
1556930305627,0.1,WALKING
1556930305627,0.03,ON_BICYCLE
1556930305627,0.02,UNKNOWN
1556930334070,0.4,UNKNOWN
1556930334070,0.1,IN_VEHICLE
1556930334070,0.1,ON_BICYCLE
1556930334070,0.1,ON_FOOT
1556930334070,0.1,STILL
1556930334070,0.1,WALKING
1556930334070,0.1,RUNNING
1556930365766,0.64,STILL
1556930365766,0.16,UNKNOWN
1556930365766,0.04,IN_VEHICLE
1556930365766,0.04,ON_BICYCLE
1556930365766,0.04,ON_FOOT
1556930365766,0.04,WALKING
1556930365766,0.04,RUNNING
1556930380909,1.0,STILL
1556930396009,1.0,STILL
1556930411175,1.0,STILL
1556930426292,1.0,STILL
1556930441417,1.0,STILL
1556930456536,0.96,STILL
1556930456536,0.03,ON_FOOT
1556930456536,0.03,WALKING
1556930456536,0.01,UNKNOWN
1556930471696,1.0,STILL
1556930500626,1.0,STILL
1556930519574,1.0,STILL
1556930538513,1.0,STILL
1556930553691,1.0,STILL
1556930568811,1.0,STILL
1556930573687,1.0,STILL
1556930588771,1.0,STILL
