timestamp,confidence,type
1558396946827,1.0,STILL
1558396953262,1.0,STILL
1558396957694,1.0,STILL
1558397018627,1.0,STILL
1558397019471,1.0,STILL
1558399442855,1.0,STILL
1558399459398,1.0,STILL
1558400293202,1.0,STILL
1558400587485,1.0,STILL
1558400757354,1.0,STILL
1558400813226,1.0,STILL
1558400819480,1.0,STILL
1558400861362,1.0,STILL
1558400879046,1.0,STILL
1558400895749,0.98,ON_FOOT
1558400895749,0.98,WALKING
1558400895749,0.02,UNKNOWN
1558400911011,1.0,TILTING
1558400912527,0.98,ON_FOOT
1558400912527,0.98,WALKING
1558400912527,0.02,UNKNOWN
1558400932831,0.97,ON_FOOT
1558400932831,0.97,WALKING
1558400932831,0.03,UNKNOWN
1558400948497,0.96,ON_FOOT
1558400948497,0.96,WALKING
1558400948497,0.02,UNKNOWN
1558400948497,0.01,ON_BICYCLE
1558400948497,0.01,STILL
1558400961960,0.97,ON_FOOT
1558400961960,0.97,WALKING
1558400961960,0.03,UNKNOWN
1558400969685,1.0,TILTING
1558400977410,0.97,ON_FOOT
1558400977410,0.97,WALKING
1558400977410,0.02,UNKNOWN
1558400977410,0.01,ON_BICYCLE
1558400985563,1.0,TILTING
1558400993715,0.97,ON_FOOT
1558400993715,0.97,WALKING
1558400993715,0.03,UNKNOWN
1558401009303,0.96,ON_FOOT
1558401009303,0.96,WALKING
1558401009303,0.01,ON_BICYCLE
1558401009303,0.01,RUNNING
1558401009303,0.01,STILL
1558401009303,0.01,UNKNOWN
1558401018329,1.0,TILTING
1558401027355,0.95,ON_FOOT
1558401027355,0.95,WALKING
1558401027355,0.02,UNKNOWN
1558401027355,0.01,ON_BICYCLE
1558401027355,0.01,RUNNING
1558401027355,0.01,STILL
1558401052144,1.0,TILTING
1558401072363,0.99,STILL
1558401072363,0.01,UNKNOWN
1558401092110,0.98,STILL
1558401092110,0.02,UNKNOWN
1558401109611,1.0,STILL
1558401137642,1.0,STILL
1558401162725,1.0,STILL
1558401181269,1.0,STILL
1558401189503,1.0,TILTING
1558401194388,0.4,UNKNOWN
1558401194388,0.1,IN_VEHICLE
1558401194388,0.1,ON_BICYCLE
1558401194388,0.1,ON_FOOT
1558401194388,0.1,WALKING
1558401194388,0.1,RUNNING
1558401194388,0.1,STILL
1558401209871,1.0,TILTING
1558401213375,0.9,ON_FOOT
1558401213375,0.9,WALKING
1558401213375,0.03,STILL
1558401213375,0.02,RUNNING
1558401213375,0.02,UNKNOWN
1558401213375,0.01,IN_VEHICLE
1558401213375,0.01,ON_BICYCLE
1558401234204,1.0,TILTING
1558401242024,0.97,ON_FOOT
1558401242024,0.97,WALKING
1558401242024,0.02,UNKNOWN
1558401242024,0.01,STILL
1558401263825,1.0,TILTING
1558401277859,0.98,ON_FOOT
1558401277859,0.98,WALKING
1558401277859,0.02,UNKNOWN
1558401296453,0.96,ON_FOOT
1558401296453,0.96,WALKING
1558401296453,0.02,UNKNOWN
1558401296453,0.01,ON_BICYCLE
1558401296453,0.01,RUNNING
1558401304271,1.0,TILTING
1558401312088,0.97,ON_FOOT
1558401312088,0.97,WALKING
1558401312088,0.02,UNKNOWN
1558401312088,0.01,STILL
1558401327311,0.97,ON_FOOT
1558401327311,0.97,WALKING
1558401327311,0.03,UNKNOWN
1558401342653,0.96,ON_FOOT
1558401342653,0.96,WALKING
1558401342653,0.03,UNKNOWN
1558401342653,0.01,ON_BICYCLE
1558401371696,0.94,ON_FOOT
1558401371696,0.94,WALKING
1558401371696,0.03,STILL
1558401371696,0.01,ON_BICYCLE
1558401371696,0.01,RUNNING
1558401371696,0.01,UNKNOWN
1558401396040,0.97,ON_FOOT
1558401396040,0.97,WALKING
1558401396040,0.02,UNKNOWN
1558401396040,0.01,STILL
1558401418047,0.97,ON_FOOT
1558401418047,0.97,WALKING
1558401418047,0.02,UNKNOWN
1558401418047,0.01,STILL
1558401441722,0.97,ON_FOOT
1558401441722,0.97,WALKING
1558401441722,0.03,UNKNOWN
1558401455634,0.98,ON_FOOT
1558401455634,0.98,WALKING
1558401455634,0.02,UNKNOWN
1558401477321,0.98,ON_FOOT
1558401477321,0.98,WALKING
1558401477321,0.02,UNKNOWN
1558401501210,0.98,ON_FOOT
1558401501210,0.98,WALKING
1558401501210,0.02,UNKNOWN
1558401520135,0.93,ON_FOOT
1558401520135,0.93,WALKING
1558401520135,0.02,RUNNING
1558401520135,0.02,STILL
1558401520135,0.02,UNKNOWN
1558401520135,0.01,ON_BICYCLE
1558401545158,0.97,ON_FOOT
1558401545158,0.97,WALKING
1558401545158,0.03,UNKNOWN
1558401560802,0.97,ON_FOOT
1558401560802,0.97,WALKING
1558401560802,0.02,UNKNOWN
1558401560802,0.01,STILL
1558401576533,0.97,ON_FOOT
1558401576533,0.97,WALKING
1558401576533,0.03,UNKNOWN
1558401592237,0.98,ON_FOOT
1558401592237,0.98,WALKING
1558401592237,0.02,UNKNOWN
1558401607903,0.97,ON_FOOT
1558401607903,0.97,WALKING
1558401607903,0.03,UNKNOWN
1558401623655,0.98,ON_FOOT
1558401623655,0.98,WALKING
1558401623655,0.02,UNKNOWN
1558401637521,0.96,ON_FOOT
1558401637521,0.96,WALKING
1558401637521,0.02,UNKNOWN
1558401637521,0.01,RUNNING
1558401637521,0.01,STILL
1558401660085,0.97,ON_FOOT
1558401660085,0.97,WALKING
1558401660085,0.02,UNKNOWN
1558401660085,0.01,STILL
1558401675100,1.0,TILTING
1558401682206,0.96,ON_FOOT
1558401682206,0.96,WALKING
1558401682206,0.02,UNKNOWN
1558401682206,0.01,RUNNING
1558401682206,0.01,STILL
1558401690975,1.0,TILTING
1558401691165,0.96,ON_FOOT
1558401691165,0.96,WALKING
1558401691165,0.02,UNKNOWN
1558401691165,0.01,RUNNING
1558401691165,0.01,STILL
1558401710722,0.97,ON_FOOT
1558401710722,0.97,WALKING
1558401710722,0.02,UNKNOWN
1558401710722,0.01,STILL
1558401725950,0.98,ON_FOOT
1558401725950,0.98,WALKING
1558401725950,0.02,UNKNOWN
1558401729519,1.0,TILTING
1558401733088,0.98,ON_FOOT
1558401733088,0.98,WALKING
1558401733088,0.02,UNKNOWN
1558401737280,1.0,TILTING
1558401737753,0.98,ON_FOOT
1558401737753,0.98,WALKING
1558401737753,0.02,UNKNOWN
1558401746126,0.92,ON_FOOT
1558401746126,0.92,WALKING
1558401746126,0.03,STILL
1558401746126,0.02,RUNNING
1558401746126,0.02,UNKNOWN
1558401746126,0.01,ON_BICYCLE
1558401759029,0.97,ON_FOOT
1558401759029,0.97,WALKING
1558401759029,0.03,UNKNOWN
1558401767892,0.97,ON_FOOT
1558401767892,0.97,WALKING
1558401767892,0.02,UNKNOWN
1558401767892,0.01,STILL
1558401780134,0.98,ON_FOOT
1558401780134,0.98,WALKING
1558401780134,0.01,STILL
1558401780134,0.01,UNKNOWN
1558401792423,0.96,ON_FOOT
1558401792423,0.96,WALKING
1558401792423,0.02,UNKNOWN
1558401792423,0.01,RUNNING
1558401792423,0.01,STILL
1558401801058,1.0,TILTING
1558401801700,0.96,ON_FOOT
