timestamp,altitude,longitude,latitude,speed,accuracy
1557101959573,0.0,127.3654441,36.3622276,0.0,15.663
1557102264950,0.0,127.3653699,36.3621897,0.0,15.792
1557102565275,0.0,127.3654377,36.3621931,0.0,15.522
1557105070320,96.0999984741,127.3653759,36.3621962,0.0,15.509
1557105670980,0.0,127.3654465,36.3622215,0.0,14.911
1557106275613,90.5999984741,127.3653756,36.3622095,0.0,15.483
1557106611893,87.8000030518,127.3654657,36.3622444,0.0,15.901
1557106930044,90.5999984741,127.3653532,36.3621943,0.0,15.446
1557109930186,0.0,127.3654459,36.3622281,0.0,15.602
1557111268111,96.0999984741,127.3654628,36.3621925,0.0,14.759
1557111322764,96.0999984741,127.3654481,36.362217,0.0,12.685
1557111915000,0.0,127.3654458,36.3622049,0.0,15.018
1557111987712,0.0,127.3654444,36.3622077,0.0,11.384
1557112815592,0.0,127.3657545,36.3621505,0.0,28.234
1557112815592,0.0,127.3657545,36.3621505,0.0,28.234
1557112824000,75.6888427734,127.3657734,36.3621022,0.82,8.316
1557112832000,0.0,127.365723,36.3621471,0.78,9.212
1557112836000,0.0,127.3656727,36.3621717,1.49,9.414
1557112843000,71.2419433594,127.3657352,36.3621582,1.11,7.252
1557112887000,66.500793457,127.3667779,36.3626148,3.63,18.224
1557112888000,66.2974243164,127.3668689,36.3625424,4.18,12.864
1557112890000,76.9000015259,127.366708,36.3625493,2.7,15.48
1557112894000,71.1095581055,127.3668415,36.3625882,3.73,9.011
1557112895000,71.440246582,127.3671407,36.3626227,6.03,12.864
1557112896000,70.7344360352,127.3671975,36.36265,5.43,13.936
1557112898000,72.3720092773,127.3672874,36.3626826,5.05,17.152
1557112899000,72.6740722656,127.3673517,36.3626539,4.42,18.224
1557112900000,73.4922485352,127.3674506,36.3625895,5.24,19.296
1557112901000,74.5587158203,127.367535,36.3625562,5.7,17.152
1557112902000,76.2622680664,127.3676087,36.362543,5.42,15.008
1557112903000,79.0365600586,127.3677065,36.3625316,5.28,12.864
1557112905000,79.2679443359,127.3678181,36.3625052,4.53,10.72
1557112906000,78.8845214844,127.3678811,36.3624929,4.67,10.72
1557112908000,73.2611083984,127.3679359,36.3624626,3.01,6.611
1557112910000,73.8881225586,127.3680104,36.3624364,3.08,6.143
1557112912000,74.9852905273,127.3680734,36.3624147,3.14,5.596
1557112913000,74.2642822266,127.3681638,36.3623892,4.34,6.432
1557112917000,68.2200927734,127.3682382,36.362323,4.21,8.576
1557112918000,67.9821777344,127.3683413,36.3622253,6.69,6.432
1557112919000,66.3377075195,127.3683648,36.3621551,7.37,5.36
1557112920000,67.0001831055,127.3683947,36.3620509,8.76,4.288
1557112921000,66.5627441406,127.3684089,36.36196,9.06,4.288
1557112922000,64.1411743164,127.3684097,36.3618634,8.96,4.288
1557112923000,64.0773925781,127.3684067,36.3617562,10.34,4.288
1557112924000,63.1531982422,127.3683924,36.3616399,10.92,4.288
1557112925000,63.8336181641,127.368383,36.3615498,10.81,4.288
1557112926000,64.1244506836,127.3683747,36.3614518,10.31,5.36
1557112927000,65.3229980469,127.3683744,36.3613572,10.32,5.36
