timestamp,type
1558051201783,SCREEN_ON
1558051213160,SCREEN_OFF
1558053135991,SCREEN_ON
1558053139004,UNLOCK
1558053176808,SCREEN_OFF
1558053236596,SCREEN_ON
1558053239356,UNLOCK
1558053247865,SCREEN_OFF
1558053334550,SCREEN_ON
1558053337154,SCREEN_OFF
1558053837584,SCREEN_ON
1558053843006,UNLOCK
1558054355181,SCREEN_OFF
1558054572928,SCREEN_ON
1558054579235,UNLOCK
1558054684885,SCREEN_OFF
1558054693632,SCREEN_ON
1558054694637,UNLOCK
1558054708083,SCREEN_OFF
1558054750563,SCREEN_ON
1558054754427,UNLOCK
1558054812301,SCREEN_OFF
1558056632809,SCREEN_ON
1558056637496,UNLOCK
1558056849758,SCREEN_OFF
1558056944116,SCREEN_ON
1558056957263,UNLOCK
1558056975366,SCREEN_OFF
1558057217252,SCREEN_ON
1558057225615,UNLOCK
1558057256821,SCREEN_OFF
1558057350619,SCREEN_ON
1558057353030,UNLOCK
1558057429724,SCREEN_OFF
1558057436990,SCREEN_ON
1558057441093,SCREEN_OFF
1558057450252,SCREEN_ON
1558057452044,SCREEN_OFF
1558057452292,SCREEN_ON
1558057455681,SCREEN_OFF
1558057459325,SCREEN_ON
1558057461031,UNLOCK
1558057469781,SCREEN_OFF
1558057484170,SCREEN_ON
1558057486723,UNLOCK
1558057493151,SCREEN_OFF
1558057497490,SCREEN_ON
1558057499499,UNLOCK
1558057542821,SCREEN_OFF
1558057547142,SCREEN_ON
1558057548973,UNLOCK
1558057575224,SCREEN_OFF
1558057652707,SCREEN_ON
1558057654250,UNLOCK
1558057917406,SCREEN_OFF
1558057934163,POWER_CONNECTED
1558057936683,SCREEN_ON
1558057946100,SCREEN_OFF
1558058022887,SCREEN_ON
1558058026903,UNLOCK
1558058115534,SCREEN_OFF
1558058139480,SCREEN_ON
1558058142178,UNLOCK
1558058181658,SCREEN_OFF
1558058238105,SCREEN_ON
1558058242382,SCREEN_OFF
1558058250261,SCREEN_ON
1558058261683,SCREEN_OFF
1558058317313,SCREEN_ON
1558058321366,SCREEN_OFF
1558058605846,SCREEN_ON
1558058608359,UNLOCK
1558058621966,SCREEN_OFF
1558058766890,SCREEN_ON
1558058810220,SCREEN_OFF
1558059124971,SCREEN_ON
1558059134137,UNLOCK
1558059409162,POWER_DISCONNECTED
1558059453332,SCREEN_OFF
1558059511621,SCREEN_ON
1558059515050,SCREEN_OFF
1558060456030,SCREEN_ON
1558060468265,UNLOCK
1558060751862,SCREEN_OFF
1558060777791,SCREEN_ON
1558060778791,UNLOCK
1558060918252,SCREEN_OFF
1558060928327,SCREEN_ON
1558060929157,UNLOCK
1558062134994,SCREEN_OFF
1558062158490,SCREEN_ON
1558062175378,SCREEN_OFF
1558062179761,SCREEN_ON
1558062187883,UNLOCK
1558062262529,SCREEN_OFF
1558062313646,SCREEN_ON
1558062315306,UNLOCK
1558062319175,SCREEN_OFF
1558062405588,SCREEN_ON
1558062406699,UNLOCK
1558062422767,SCREEN_OFF
1558062479454,SCREEN_ON
1558062480919,UNLOCK
1558062497609,SCREEN_OFF
1558062552938,SCREEN_ON
1558062554562,UNLOCK
1558062731041,SCREEN_OFF
1558062743076,SCREEN_ON
1558062745912,UNLOCK
1558062750175,SCREEN_OFF
1558062789649,SCREEN_ON
1558062791292,UNLOCK
1558062809074,SCREEN_OFF
1558062872726,SCREEN_ON
1558062880149,SCREEN_OFF
1558063000261,SCREEN_ON
1558063003276,SCREEN_OFF
1558063169006,SCREEN_ON
1558063171065,UNLOCK
1558063310719,SCREEN_OFF
1558063578708,SCREEN_ON
1558063589213,SCREEN_OFF
1558063634101,SCREEN_ON
1558063637049,UNLOCK
1558063656639,SCREEN_OFF
1558063764452,SCREEN_ON
1558063767232,SCREEN_OFF
1558063770964,SCREEN_ON
1558063772504,UNLOCK
1558063784431,SCREEN_OFF
1558063794960,SCREEN_ON
1558063796375,UNLOCK
1558063799420,SCREEN_OFF
1558063857839,SCREEN_ON
1558063860177,UNLOCK
1558063905108,SCREEN_OFF
1558064031081,SCREEN_ON
1558064033291,UNLOCK
1558064035654,SCREEN_OFF
1558064142684,SCREEN_ON
1558064147155,UNLOCK
1558064249295,SCREEN_OFF
1558064312558,SCREEN_ON
1558064314332,UNLOCK
1558064441528,SCREEN_OFF
1558064519271,SCREEN_ON
1558064520969,UNLOCK
1558064741091,POWER_CONNECTED
1558064747810,SCREEN_OFF
1558064823470,SCREEN_ON
1558064829483,UNLOCK
1558066000783,SCREEN_OFF
1558066099161,SCREEN_ON
1558066099933,UNLOCK
1558066129910,SCREEN_OFF
1558066144859,SCREEN_ON
1558066147171,UNLOCK
1558066192100,SCREEN_OFF
1558066195500,SCREEN_ON
1558066196574,UNLOCK
1558066247093,SCREEN_OFF
1558066251001,SCREEN_ON
1558066252861,UNLOCK
1558066292639,SCREEN_OFF
1558066442742,SCREEN_ON
1558066450644,UNLOCK
1558066558005,SCREEN_OFF
1558066592078,SCREEN_ON
1558066593964,UNLOCK
1558066629598,SCREEN_OFF
1558066668905,SCREEN_ON
1558066670303,UNLOCK
1558066679515,SCREEN_OFF
1558067239795,SCREEN_ON
1558067244395,SCREEN_OFF
1558067405594,SCREEN_ON
1558067408328,UNLOCK
1558067423949,SCREEN_OFF
1558067440557,SCREEN_ON
1558067442168,UNLOCK
1558067489076,SCREEN_OFF
1558067493312,SCREEN_ON
1558067648951,POWER_DISCONNECTED
1558067868514,SCREEN_OFF
1558067900062,SCREEN_ON
1558067901962,UNLOCK
1558067907778,SCREEN_OFF
1558067949360,SCREEN_ON
1558067953484,SCREEN_OFF
1558068019174,SCREEN_ON
1558068046003,UNLOCK
1558068140753,SCREEN_OFF
1558068169304,SCREEN_ON
1558068171279,UNLOCK
1558068208714,SCREEN_OFF
1558068228697,SCREEN_ON
1558068229150,UNLOCK
1558068251256,SCREEN_OFF
1558068533359,SCREEN_ON
1558068536625,UNLOCK
1558068626957,SCREEN_OFF
1558068655905,SCREEN_ON
1558068657866,UNLOCK
1558068662943,SCREEN_OFF
1558068734490,SCREEN_ON
1558068739583,SCREEN_OFF
1558068781670,SCREEN_ON
1558068782038,UNLOCK
1558068848897,SCREEN_OFF
1558068871946,SCREEN_ON
1558068872811,UNLOCK
1558068883632,SCREEN_OFF
1558068951123,SCREEN_ON
1558068953243,UNLOCK
1558068958300,POWER_CONNECTED
1558068962811,SCREEN_OFF
1558068978137,SCREEN_ON
1558068979257,SCREEN_OFF
1558069028175,SCREEN_ON
1558069036401,UNLOCK
1558069112772,SCREEN_OFF
1558071244507,SCREEN_ON
1558071254184,POWER_DISCONNECTED
1558071273436,UNLOCK
1558071307623,SCREEN_OFF
1558071340409,POWER_CONNECTED
1558071342618,SCREEN_ON
1558071347485,SCREEN_OFF
1558071506690,SCREEN_ON
1558071515274,SCREEN_OFF
1558073564306,SCREEN_ON
1558073566614,POWER_DISCONNECTED
1558073573138,SCREEN_OFF
1558073574291,SCREEN_ON
1558073627369,UNLOCK
1558073669195,SCREEN_OFF
1558073676183,SCREEN_ON
1558073681666,SCREEN_OFF
1558073688987,SCREEN_ON
1558073690502,UNLOCK
1558073708075,SCREEN_OFF
1558073874832,SCREEN_ON
1558073876511,UNLOCK
1558073951023,SCREEN_OFF
1558075227359,SCREEN_ON
1558075232311,UNLOCK
1558075251618,SCREEN_OFF
1558075306585,SCREEN_ON
1558075314386,UNLOCK
1558075472368,SCREEN_OFF
1558075473910,POWER_CONNECTED
1558075478956,SCREEN_ON
1558075485356,SCREEN_OFF
1558075486576,SCREEN_ON
1558075487571,SCREEN_OFF
1558077514188,SCREEN_ON
1558077521426,SCREEN_OFF
1558077646555,SCREEN_ON
1558077651842,UNLOCK
1558077666960,SCREEN_OFF
1558079237323,SCREEN_ON
1558079247440,UNLOCK
1558079247897,POWER_DISCONNECTED
1558079264222,SCREEN_OFF
1558079312581,SCREEN_ON
1558079316344,UNLOCK
1558079407590,SCREEN_OFF
1558079503164,SCREEN_ON
1558079505955,SCREEN_OFF
1558079506465,SCREEN_ON
1558079507682,SCREEN_OFF
1558081491539,SCREEN_ON
1558081495513,UNLOCK
1558081504619,SCREEN_OFF
1558081553588,SCREEN_ON
1558081557399,UNLOCK
1558081597982,SCREEN_OFF
1558081964709,SCREEN_ON
1558081966687,UNLOCK
1558081987396,SCREEN_OFF
1558082491977,SCREEN_ON
1558082496033,UNLOCK
1558082502401,SCREEN_OFF
1558082508082,SCREEN_ON
1558082509756,UNLOCK
1558082586341,SCREEN_OFF
1558082760496,SCREEN_ON
1558082765771,SCREEN_OFF
1558082942286,SCREEN_ON
1558082945129,SCREEN_OFF
1558083099114,SCREEN_ON
1558083104047,UNLOCK
1558083105918,SCREEN_OFF
1558083584972,SCREEN_ON
1558083587631,UNLOCK
1558083598962,SCREEN_OFF
1558083708557,SCREEN_ON
1558083710446,UNLOCK
1558083761566,SCREEN_OFF
1558084494407,SCREEN_ON
1558084496832,SCREEN_OFF
1558085345725,SCREEN_ON
1558085347718,SCREEN_OFF
1558085378187,SCREEN_ON
1558085380140,UNLOCK
1558085407970,SCREEN_OFF
1558085408422,SCREEN_ON
1558085420842,SCREEN_OFF
1558085437142,SCREEN_ON
1558085439154,UNLOCK
1558085449798,SCREEN_OFF
1558085455350,SCREEN_ON
1558085456266,UNLOCK
1558085461141,SCREEN_OFF
1558085475071,SCREEN_ON
1558085476654,UNLOCK
1558085705104,SCREEN_OFF
1558085709837,SCREEN_ON
1558085714395,UNLOCK
1558085805976,SCREEN_OFF
1558086301088,SCREEN_ON
1558086303450,UNLOCK
1558086443871,SCREEN_OFF
1558086544778,SCREEN_ON
1558086545772,UNLOCK
1558086735026,SCREEN_OFF
1558086807410,SCREEN_ON
1558086822686,SCREEN_OFF
1558086836523,SCREEN_ON
1558086839009,UNLOCK
1558086855100,SCREEN_OFF
1558086858595,SCREEN_ON
1558086862986,SCREEN_OFF
1558086886181,SCREEN_ON
1558086887441,UNLOCK
1558086919861,SCREEN_OFF
1558087114368,SCREEN_ON
1558087139721,SCREEN_OFF
1558087298415,SCREEN_ON
1558087305444,SCREEN_OFF
1558087653091,SCREEN_ON
1558087666288,UNLOCK
1558087846791,SCREEN_OFF
1558087847443,UNLOCK
1558087848296,SCREEN_ON
1558087949823,SCREEN_OFF
1558087971864,SCREEN_ON
1558087973871,UNLOCK
1558088395811,SCREEN_OFF
1558088399255,SCREEN_ON
1558088405144,UNLOCK
1558088584094,SCREEN_OFF
1558088803739,SCREEN_ON
1558088805344,UNLOCK
1558088825171,SCREEN_OFF
1558089803655,SCREEN_ON
1558089805839,UNLOCK
1558089820247,SCREEN_OFF
1558089997709,SCREEN_ON
1558089999948,UNLOCK
1558090030118,SCREEN_OFF
1558090452423,SCREEN_ON
1558090454035,UNLOCK
1558090489050,SCREEN_OFF
1558090540741,SCREEN_ON
1558090542021,UNLOCK
1558090565601,SCREEN_OFF
1558090630645,SCREEN_ON
1558090632239,UNLOCK
1558090646063,SCREEN_OFF
1558090768337,SCREEN_ON
1558090771002,SCREEN_OFF
1558090838788,SCREEN_ON
1558090840124,UNLOCK
1558090844392,SCREEN_OFF
1558090857750,SCREEN_ON
1558090858453,UNLOCK
1558091234977,SCREEN_OFF
1558091291998,SCREEN_ON
1558091292616,UNLOCK
1558091365179,SCREEN_OFF
1558091755877,SCREEN_ON
1558091758291,UNLOCK
1558091788962,SCREEN_OFF
1558091820567,SCREEN_ON
1558091821311,UNLOCK
1558091897997,SCREEN_OFF
1558092235960,SCREEN_ON
1558092237940,UNLOCK
1558092319772,SCREEN_OFF
1558092377752,SCREEN_ON
1558092378759,UNLOCK
1558092403193,SCREEN_OFF
1558098653983,UNLOCK
1558098655302,SCREEN_ON
1558098670199,UNLOCK
1558098673317,SCREEN_OFF
1558098676219,SCREEN_ON
1558098708700,SCREEN_OFF
1558098972858,SCREEN_ON
1558098979035,UNLOCK
1558099015273,SCREEN_OFF
1558099981659,SCREEN_ON
1558099983988,UNLOCK
1558099989077,SCREEN_OFF
1558100018011,SCREEN_ON
1558100023232,SCREEN_OFF
1558100291900,SCREEN_ON
1558100295496,UNLOCK
1558100328118,SCREEN_OFF
1558101982999,SCREEN_ON
1558101994079,SCREEN_OFF
1558102024809,SCREEN_ON
1558102026520,UNLOCK
1558102053178,SCREEN_OFF
1558102513020,SCREEN_ON
1558102515238,UNLOCK
1558102529692,SCREEN_OFF
1558102607759,SCREEN_ON
1558102613492,SCREEN_OFF
1558102640717,SCREEN_ON
1558102653982,SCREEN_OFF
1558102666896,SCREEN_ON
1558102668500,UNLOCK
1558102736567,SCREEN_OFF
1558102752149,SCREEN_ON
1558102753081,UNLOCK
1558102762982,SCREEN_OFF
1558102773696,SCREEN_ON
1558102776897,UNLOCK
1558102844428,SCREEN_OFF
1558102857833,SCREEN_ON
1558102858932,UNLOCK
1558102873442,SCREEN_OFF
1558102911869,SCREEN_ON
1558102913514,UNLOCK
1558102919681,SCREEN_OFF
1558102944030,SCREEN_ON
1558102945734,UNLOCK
1558102953357,SCREEN_OFF
1558102956142,SCREEN_ON
1558102957123,UNLOCK
1558103191696,SCREEN_OFF
1558103200364,SCREEN_ON
1558103201650,UNLOCK
1558103412014,SCREEN_OFF
1558103415893,SCREEN_ON
1558103424821,UNLOCK
1558103449519,SCREEN_OFF
1558103591427,SCREEN_ON
1558103593468,SCREEN_OFF
1558105115904,SCREEN_ON
1558105125372,UNLOCK
1558105126686,SCREEN_OFF
1558105128081,SCREEN_ON
1558105257379,SCREEN_OFF
1558105403786,SCREEN_ON
1558105405269,UNLOCK
1558105503080,SCREEN_OFF
1558105539189,SCREEN_ON
1558105540041,UNLOCK
1558105545640,SCREEN_OFF
1558105634130,SCREEN_ON
1558105635479,UNLOCK
1558105641946,SCREEN_OFF
1558106380703,SCREEN_ON
1558106382245,UNLOCK
1558106392166,SCREEN_OFF
1558106416506,SCREEN_ON
1558106420093,UNLOCK
1558106470160,SCREEN_OFF
1558106728426,SCREEN_ON
1558106731371,POWER_CONNECTED
1558106735986,UNLOCK
1558106852850,SCREEN_OFF
1558106863577,SCREEN_ON
1558106870930,SCREEN_OFF
1558106882724,SCREEN_ON
1558106885355,UNLOCK
1558107338597,SCREEN_OFF
1558107532293,SCREEN_ON
1558107541070,UNLOCK
1558107606257,SCREEN_OFF
1558107671492,SCREEN_ON
1558107717947,UNLOCK
1558107942898,SCREEN_OFF
1558108815958,SCREEN_ON
1558108837941,UNLOCK
1558108911161,POWER_DISCONNECTED
1558109089915,SCREEN_OFF
1558109191090,SCREEN_ON
1558109198421,UNLOCK
1558110095136,SCREEN_OFF
1558110098470,POWER_CONNECTED
1558110107479,SCREEN_ON
1558110108858,SCREEN_OFF
