timestamp,type
1556755945378,SCREEN_ON
1556755947693,SCREEN_OFF
1556759581949,SCREEN_ON
1556759631003,SCREEN_OFF
1556761321667,SCREEN_ON
1556761353252,SCREEN_OFF
1556761501889,SCREEN_ON
1556761508338,SCREEN_OFF
1556761621433,SCREEN_ON
1556761635881,SCREEN_OFF
1556761682638,SCREEN_ON
1556761691548,SCREEN_OFF
1556761801977,SCREEN_ON
1556761811906,SCREEN_OFF
1556761905894,SCREEN_ON
1556761912461,SCREEN_OFF
1556761916894,SCREEN_ON
1556761919305,UNLOCK
1556761956375,SCREEN_OFF
1556762101180,SCREEN_ON
1556762112510,SCREEN_OFF
1556762484309,SCREEN_ON
1556762488310,POWER_DISCONNECTED
1556762498050,UNLOCK
1556762507277,SCREEN_OFF
1556762509969,SCREEN_ON
1556762514220,UNLOCK
1556762524700,SCREEN_OFF
1556763365987,SCREEN_ON
1556763370775,SCREEN_OFF
1556763486904,SCREEN_ON
1556763489007,UNLOCK
1556763503064,SCREEN_OFF
1556763769979,SCREEN_ON
1556763774800,SCREEN_OFF
1556763834894,SCREEN_ON
1556763840236,SCREEN_OFF
1556763848896,SCREEN_ON
1556763851001,UNLOCK
1556763883095,SCREEN_OFF
1556764182494,SCREEN_ON
1556764188103,SCREEN_OFF
1556764203903,SCREEN_ON
1556764206255,UNLOCK
1556764247170,SCREEN_OFF
1556764258599,SCREEN_ON
1556764262704,UNLOCK
1556764271563,SCREEN_OFF
1556764423303,SCREEN_ON
1556764425852,SCREEN_OFF
1556764629856,SCREEN_ON
1556764648559,SCREEN_OFF
1556764765495,SCREEN_ON
1556764774822,SCREEN_OFF
1556764778038,SCREEN_ON
1556764782931,SCREEN_OFF
1556764785782,SCREEN_ON
1556764790730,UNLOCK
1556764865164,SCREEN_OFF
1556764884600,SCREEN_ON
1556764888405,UNLOCK
1556765024443,SCREEN_OFF
1556765025725,SCREEN_ON
1556765255750,SCREEN_OFF
1556765282640,SCREEN_ON
1556765287521,SCREEN_OFF
1556765291902,SCREEN_ON
1556765294828,SCREEN_OFF
1556766305500,SCREEN_ON
1556766329420,UNLOCK
1556766516056,SCREEN_OFF
1556767761607,SCREEN_ON
1556767763525,SCREEN_OFF
1556768260178,SCREEN_ON
1556768265758,SCREEN_OFF
1556768749035,SCREEN_ON
1556768754464,SCREEN_OFF
1556769258880,SCREEN_ON
1556769261254,SCREEN_OFF
1556769306940,SCREEN_ON
1556769315678,SCREEN_OFF
1556769349310,SCREEN_ON
1556769356915,UNLOCK
1556769508281,SCREEN_OFF
1556769588472,SCREEN_ON
1556769590907,UNLOCK
1556769722482,SCREEN_OFF
1556769761184,SCREEN_ON
1556769763934,UNLOCK
1556769798430,SCREEN_OFF
1556769910697,SCREEN_ON
1556769913372,UNLOCK
1556770014073,SCREEN_OFF
1556770247567,SCREEN_ON
1556770250665,UNLOCK
1556770262888,SCREEN_OFF
1556770452063,SCREEN_ON
1556770454256,UNLOCK
1556770459541,SCREEN_OFF
1556770465311,SCREEN_ON
1556770468578,SCREEN_OFF
1556770635320,SCREEN_ON
1556770640409,SCREEN_OFF
1556772020773,SCREEN_ON
1556772022984,UNLOCK
1556772025887,RINGER_MODE_VIBRATE
1556772037756,SCREEN_OFF
1556772681133,SCREEN_ON
1556772684477,UNLOCK
1556772694151,SCREEN_OFF
1556772696639,SCREEN_ON
1556772698675,UNLOCK
1556772739487,SCREEN_OFF
1556774184147,SCREEN_ON
1556774187137,UNLOCK
1556774226912,SCREEN_OFF
1556774421348,SCREEN_ON
1556774423216,UNLOCK
1556774495703,SCREEN_OFF
1556774503960,SCREEN_ON
1556774505992,UNLOCK
1556774678734,SCREEN_OFF
1556774694687,SCREEN_ON
1556774696695,UNLOCK
1556774850264,SCREEN_OFF
1556774882789,SCREEN_ON
1556774888508,UNLOCK
1556774972096,SCREEN_OFF
1556775068084,SCREEN_ON
1556775070465,UNLOCK
1556775112562,SCREEN_OFF
1556775198307,SCREEN_ON
1556775203734,SCREEN_OFF
1556775204340,SCREEN_ON
1556775206768,UNLOCK
1556775252187,SCREEN_OFF
1556776749376,SCREEN_ON
1556776751602,UNLOCK
1556776783353,SCREEN_OFF
1556777804836,SCREEN_ON
1556777807394,UNLOCK
1556777867792,SCREEN_OFF
1556778105081,SCREEN_ON
1556778107039,UNLOCK
1556778156037,SCREEN_OFF
1556779974483,SCREEN_ON
1556779979150,SCREEN_OFF
1556779980497,SCREEN_ON
1556779982973,UNLOCK
1556779994264,SCREEN_OFF
1556780000433,SCREEN_ON
1556780013919,UNLOCK
1556780129109,SCREEN_OFF
1556780237200,SCREEN_ON
1556780240428,UNLOCK
1556780537002,SCREEN_OFF
1556780593853,SCREEN_ON
1556780596657,UNLOCK
1556780808417,SCREEN_OFF
1556780946519,SCREEN_ON
1556780952215,SCREEN_OFF
1556781009942,SCREEN_ON
1556781015915,UNLOCK
1556781031425,SCREEN_OFF
1556781125530,SCREEN_ON
1556781129099,SCREEN_OFF
1556781249039,SCREEN_ON
1556781255701,SCREEN_OFF
1556781287356,SCREEN_ON
1556781290379,UNLOCK
1556781556587,SCREEN_OFF
1556781604530,SCREEN_ON
1556781606583,UNLOCK
1556781646111,SCREEN_OFF
1556781657671,SCREEN_ON
1556781660273,UNLOCK
1556781908655,SCREEN_OFF
1556781909440,SCREEN_ON
1556781989183,SCREEN_OFF
1556782107179,SCREEN_ON
1556782110746,UNLOCK
1556782140663,SCREEN_OFF
1556782381554,SCREEN_ON
1556782383953,UNLOCK
1556782464711,SCREEN_OFF
1556782638473,SCREEN_ON
1556782641856,UNLOCK
1556782646675,SCREEN_OFF
1556782990270,SCREEN_ON
1556782993616,UNLOCK
1556783249216,SCREEN_OFF
1556783268112,SCREEN_ON
1556783273038,UNLOCK
1556783372744,SCREEN_OFF
1556783736288,SCREEN_ON
1556783737774,UNLOCK
1556783757610,SCREEN_OFF
1556783859092,SCREEN_ON
1556783863767,SCREEN_OFF
1556784624095,SCREEN_ON
1556784626368,UNLOCK
1556784992860,SCREEN_OFF
1556785311294,SCREEN_ON
1556785319814,SCREEN_OFF
1556785320407,SCREEN_ON
1556785322402,UNLOCK
1556787135238,POWER_CONNECTED
1556789716358,POWER_DISCONNECTED
1556789860498,SCREEN_OFF
1556789895602,SCREEN_ON
1556789903346,UNLOCK
1556790369781,POWER_CONNECTED
1556790575677,SCREEN_OFF
1556796004465,SCREEN_ON
1556796017665,SCREEN_OFF
1556796301366,SCREEN_ON
1556796310242,SCREEN_OFF
1556796601440,SCREEN_ON
1556796621578,SCREEN_OFF
1556797083918,SCREEN_ON
1556797088911,POWER_DISCONNECTED
1556797103565,SCREEN_OFF
1556799784266,SCREEN_ON
1556799795395,SCREEN_OFF
1556800081586,SCREEN_ON
1556800131748,SCREEN_OFF
1556800381535,SCREEN_ON
1556800402197,SCREEN_OFF
1556800681269,SCREEN_ON
1556800696418,SCREEN_OFF
1556803314936,SCREEN_ON
1556803326118,SCREEN_OFF
1556803563092,SCREEN_ON
1556803568626,UNLOCK
1556807997555,SCREEN_OFF
1556808052901,SCREEN_ON
1556808054452,UNLOCK
1556811369037,SCREEN_OFF
1556811523339,SCREEN_ON
1556811525383,UNLOCK
1556811777656,SCREEN_OFF
1556811823924,SCREEN_ON
1556811826844,UNLOCK
1556811846017,SCREEN_OFF
1556812013939,SCREEN_ON
1556812016333,UNLOCK
