timestamp,type
1557360601703,SCREEN_ON
1557360615085,POWER_DISCONNECTED
1557360789287,SCREEN_OFF
1557361201730,SCREEN_ON
1557361210916,UNLOCK
1557361241065,POWER_CONNECTED
1557361250384,SCREEN_OFF
1557361264201,UNLOCK
1557361264513,SCREEN_ON
1557361604765,POWER_DISCONNECTED
1557361605257,HEADSET_MIC_UNPLUGGED
1557362515699,SCREEN_OFF
1557363606024,UNLOCK
1557363606737,SCREEN_ON
1557364755874,SCREEN_OFF
1557364942610,SCREEN_ON
1557364945783,SCREEN_OFF
1557365215611,UNLOCK
1557365216409,SCREEN_ON
1557365434786,SCREEN_OFF
1557365889730,UNLOCK
1557365890401,SCREEN_ON
1557365959366,SCREEN_OFF
1557366392584,UNLOCK
1557366392972,SCREEN_ON
1557366431056,SCREEN_OFF
1557367253748,UNLOCK
1557367254059,SCREEN_ON
1557367399404,SCREEN_OFF
1557367656023,UNLOCK
1557367656445,SCREEN_ON
1557368309799,SCREEN_OFF
1557368867198,UNLOCK
1557368867720,SCREEN_ON
1557369082095,SCREEN_OFF
1557369195935,UNLOCK
1557369196515,SCREEN_ON
1557369255674,SCREEN_OFF
1557369415631,UNLOCK
1557369416198,SCREEN_ON
1557369580245,SCREEN_OFF
1557369675592,UNLOCK
1557369676230,SCREEN_ON
1557369742044,SCREEN_OFF
1557369918458,UNLOCK
1557369919067,SCREEN_ON
1557370080386,SCREEN_OFF
1557370224808,UNLOCK
1557370225400,SCREEN_ON
1557370815707,SCREEN_OFF
1557370838107,SCREEN_ON
1557370859594,UNLOCK
1557371002964,SCREEN_OFF
1557371017029,UNLOCK
1557371017661,SCREEN_ON
1557371181535,SCREEN_OFF
1557371474566,UNLOCK
1557371475611,SCREEN_ON
1557371544193,SCREEN_OFF
1557371559018,UNLOCK
1557371559301,SCREEN_ON
1557371568577,SCREEN_OFF
1557371633488,UNLOCK
1557371633778,SCREEN_ON
1557373555685,SCREEN_OFF
1557373556234,UNLOCK
1557373557381,SCREEN_ON
1557373561145,SCREEN_OFF
