timestamp,altitude,longitude,latitude,speed,accuracy
1556586549326,82.6999969482,127.3622745,36.3706602,0.0,17.243
1556586558656,0.0,127.3623882,36.3707751,0.0,33.194
1556586563156,56.7277996521,127.3624393,36.3704064,1.584069,23.205
1556586563722,56.7277996521,127.3624475,36.3703472,0.0,24.808
1556586567159,63.8533727109,127.3624092,36.3703984,3.5062954,18.274
1556586569174,76.3061516047,127.3622922,36.3706675,4.997382,12.0
1556586570136,72.7267635819,127.3622056,36.3707517,5.725212,12.0
1556586571130,72.3360403173,127.3621605,36.3708017,5.617239,24.0
1556586573130,66.8689094991,127.3620927,36.3708694,0.0,18.016
1556586574000,71.4626932262,127.362049,36.371078,5.162214,24.0
1556586575000,71.0257338853,127.3619954,36.3711089,5.2218795,24.0
1556586576000,73.6514804122,127.3619671,36.3711548,4.535347,16.0
1556586579000,77.6935983442,127.3619175,36.3711962,3.2229643,11.416
1556586580000,78.9836820662,127.3618685,36.371236,4.1294165,12.0
1556586582000,82.0676405979,127.3617805,36.3712694,4.746554,12.0
1556586583000,84.2240238143,127.3617244,36.3712907,5.576182,12.0
1556586584000,85.3270643706,127.3616617,36.3713029,5.386218,12.0
1556586586000,84.5396345851,127.3615552,36.3713754,6.3836365,12.0
1556586587000,84.6213714555,127.3615053,36.3714116,6.4357333,12.0
1556586588000,84.8729474059,127.3614586,36.3714456,6.427265,12.0
1556586589000,84.1087818819,127.3614125,36.3714829,6.119079,12.0
1556586590000,85.0897717663,127.3613593,36.3715041,5.59182,12.0
1556586591000,85.6204709191,127.3613007,36.3715162,5.352133,12.0
1556586592000,85.851627242,127.3612476,36.3715303,4.5786576,12.0
1556586594000,86.0340108492,127.3611862,36.3715759,4.134791,12.0
1556586597000,87.2464453479,127.3611443,36.3716262,1.8136051,6.142
1556586600000,90.1519677801,127.3611065,36.3716653,2.0581722,5.603
1556586603000,90.520802696,127.3610793,36.3717164,2.4156456,5.735
1556586604734,89.8722605115,127.3610759,36.3717683,0.0,6.054
1556586608000,89.8854783406,127.3610798,36.3718385,3.3071482,5.919
1556586610000,88.9335029581,127.3611104,36.371967,5.153758,8.0
1556586611000,89.2885066273,127.3611158,36.3720185,5.7681017,8.0
1556586612000,88.9374496781,127.3611261,36.3720719,6.129993,8.0
1556586613000,89.0827513553,127.3611284,36.3721346,6.670926,8.0
1556586614000,89.5692136298,127.361125,36.3721902,5.7779045,8.0
1556586615000,89.615771326,127.3611251,36.3722462,6.5562115,8.0
1556586616000,89.8740715176,127.3611282,36.3723066,6.5089283,8.0
1556586617000,90.079771359,127.3611301,36.3723651,6.1539555,8.0
1556586618000,92.4377158767,127.3611294,36.372424,5.791636,8.0
1556586619000,94.4385887706,127.3611227,36.3724797,5.6712728,8.0
1556586620000,95.4912141593,127.3611167,36.3725356,6.093799,8.0
1556586621000,96.5926251477,127.3611157,36.3725924,5.876985,8.0
1556586622000,96.8372174753,127.3611168,36.3726448,5.823323,8.0
1556586623000,98.1405831236,127.3611142,36.3727012,6.087182,8.0
1556586624000,97.8840986968,127.3611232,36.3727634,6.687261,8.0
1556586625000,98.9961858807,127.3611172,36.3728268,6.885283,8.0
1556586626000,99.9924876097,127.3611149,36.3728975,7.416801,12.0
1556586627000,99.3931281005,127.3611129,36.3729656,6.6820626,12.0
1556586629000,95.1030668596,127.3611244,36.3730219,3.9576714,10.225
1556586630000,96.0112201063,127.3611056,36.373083,4.5997586,8.0
1556586631000,96.8427311211,127.3610836,36.3731254,4.6675773,8.0
1556586633000,96.3425743959,127.3610479,36.3732084,4.1937885,8.0
1556586635000,96.3946420767,127.3610008,36.3732793,4.2553024,8.0
1556586637000,96.1293738815,127.3609422,36.3733386,4.14953,12.0
1556586638000,96.2726723222,127.360893,36.3733633,4.7694497,12.0
