timestamp,altitude,longitude,latitude,speed,accuracy
1557795646610,100.099998474,127.3552165,36.3705293,0.0,65.691
1557795646610,100.099998474,127.3552165,36.3705293,0.0,65.691
1557797841025,85.0,127.3626903,36.3705897,0.0,15.511
1557798293303,88.4000015259,127.3626908,36.3705904,0.0,14.845
1557801667296,88.5,127.3623109,36.3703868,0.0,14.932
1557801701112,88.5,127.362313,36.3703877,0.0,12.507
1557801896859,88.5,127.3623958,36.37038,0.0,15.006
1557801937889,0.0,127.362686,36.3704024,0.0,24.111
1557801954829,75.3000030518,127.3623004,36.3705528,0.0,17.369
1557801965042,75.1999969482,127.3622193,36.370546,0.0,22.585
1557802001450,0.0,127.3622157,36.371136,0.0,23.188
1557802028931,75.8000030518,127.3619143,36.3711689,0.0,17.045
1557802118544,0.0,127.3618448,36.3720245,0.0,44.66
1557802421771,0.0,127.3581806,36.3713766,0.0,1799.999
1557802436150,0.0,127.361755,36.3722481,0.0,15.904
1557802443139,0.0,127.3616873,36.3722515,0.0,25.323
1557802756974,0.0,127.36161,36.3723827,0.0,98.4
1557803066635,0.0,127.3590368,36.3724654,0.0,128.9
1557803303691,0.0,127.3590368,36.3724654,0.0,128.9
1557803367860,0.0,127.36161,36.3723827,0.0,116.1
1557803686812,81.3000030518,127.3614802,36.3723472,0.0,31.737
1557803989885,0.0,127.3618852,36.3720349,0.0,104.1
1557804302849,0.0,127.3616759,36.3723792,0.0,104.1
1557804605737,0.0,127.3615772,36.3722301,0.0,28.591
1557804789870,0.0,127.3617061,36.372265,0.0,50.001
1557804799815,0.0,127.3615966,36.3718795,0.0,44.028
1557805093446,0.0,127.3586597,36.3722368,0.0,104.1
1557805405495,0.0,127.3616759,36.3723792,0.0,110.0
1557805410952,0.0,127.361573,36.37214,0.0,19.943
1557805410952,0.0,127.361573,36.37214,0.0,19.943
1557805733620,0.0,127.3618389,36.3712646,0.0,63.232
1557805792493,80.0,127.3623461,36.3710525,0.0,31.36
1557805802852,80.0999984741,127.3624071,36.3707884,0.0,18.999
1557805809097,82.4000015259,127.3623777,36.3708465,0.0,22.848
1557805819029,84.1999969482,127.3623621,36.3707683,0.0,26.128
1557805834174,80.0,127.3624052,36.3707375,0.0,24.436
1557805843006,75.8000030518,127.3623612,36.3708837,0.0,26.882
1557805934040,0.0,127.3622942,36.3706499,0.0,16.662
1557805953873,80.0999984741,127.3622657,36.3704878,0.0,16.56
1557805958369,0.0,127.3622537,36.3705335,0.0,14.967
1557806199585,79.0,127.3623532,36.3698003,0.0,15.081
1557806209740,79.0999984741,127.3623354,36.3697482,0.0,15.607
1557806219846,79.4000015259,127.3624489,36.3696706,0.0,15.114
1557806224953,79.0999984741,127.3624485,36.369621,0.0,14.285
1557806253622,79.0999984741,127.3624325,36.369692,0.0,15.043
1557806310243,79.0999984741,127.3623416,36.3697103,0.0,15.316
1557806349814,79.0999984741,127.3623416,36.3697103,0.0,15.316
1557808242423,79.0999984741,127.3623822,36.3697572,0.0,15.744
1557808622049,79.0,127.3623282,36.3696994,0.0,15.403
1557808982371,79.0,127.362393,36.369714,0.0,15.912
1557813422594,83.1999969482,127.3625521,36.3696002,0.0,14.945
1557813518348,80.0999984741,127.3623088,36.3702287,0.0,32.277
1557813539078,80.3000030518,127.3622106,36.3703102,0.0,26.165
1557813560628,0.0,127.3619861,36.37054,0.0,23.882
1557813586993,80.3000030518,127.3623011,36.3706878,0.0,15.664
1557813642094,82.5,127.3618948,36.3710619,0.0,29.724
1557813747793,0.0,127.3620426,36.3719895,0.0,36.466
1557813752260,0.0,127.3624701,36.3731329,0.0,17.229
1557813762838,82.3000030518,127.3619256,36.3725365,0.0,16.44
1557813772945,83.6999969482,127.3618352,36.3723419,0.0,21.271
1557813782885,0.0,127.3618838,36.3722406,0.0,21.543
1557813803424,80.9000015259,127.3617124,36.3722136,0.0,16.884
1557814103620,80.9000015259,127.3618035,36.3722032,0.0,15.692
1557814435346,80.9000015259,127.3616203,36.3721835,0.0,14.862
1557814746505,80.9000015259,127.3616147,36.3721878,0.0,14.903
1557815051098,80.9000015259,127.3616778,36.3721942,0.0,14.932
1557816043192,80.9000015259,127.3617805,36.3722048,0.0,15.531
1557816431066,80.9000015259,127.3617252,36.3721992,0.0,15.771
1557819770423,80.9000015259,127.3616513,36.372182,0.0,15.036
1557820186850,80.9000015259,127.3618044,36.3722172,0.0,15.857
1557820279466,0.0,127.3615202,36.3710351,0.0,1700.0
1557820616128,81.4000015259,127.3615244,36.3722943,0.0,29.342
1557820766074,91.5999984741,127.3622834,36.3722883,0.0,61.725
1557820776328,91.5,127.3620265,36.3720494,0.0,32.017
1557820786297,91.5,127.3619379,36.3719137,0.0,23.795
1557820797048,91.5,127.3619146,36.3718649,0.0,16.682
1557820874435,0.0,127.3621555,36.3715009,0.0,57.366
1557820882790,91.5,127.3620924,36.3713984,0.0,55.893
1557821162071,86.5,127.3592937,36.372236,0.0,54.637
1557821171041,86.5,127.3591436,36.3725508,0.0,57.631
1557821226180,90.5,127.3588116,36.3722392,0.0,17.335
1557821237044,90.5,127.3589636,36.3722579,0.0,30.744
1557821242764,86.0999984741,127.3589125,36.3721939,0.0,17.254
1557821248341,81.3000030518,127.3589587,36.3720924,0.0,16.368
1557821253688,81.3000030518,127.3590046,36.3720347,0.0,22.123
1557821259319,86.0999984741,127.3590769,36.3719714,0.0,24.825
1557821265055,90.0,127.3591285,36.3719286,0.0,25.914
1557821270693,90.0,127.3591662,36.3718424,0.0,24.5
1557821281671,89.9000015259,127.3592167,36.3718701,0.0,20.283
1557821304468,94.0999984741,127.3591619,36.3717537,0.0,26.895
1557821369024,0.0,127.3587849,36.3719812,0.0,44.38
1557821378139,90.3000030518,127.3585341,36.3719362,0.0,28.363
1557821406461,94.0999984741,127.3584427,36.3719255,0.0,36.933
1557821417563,102.5,127.3582771,36.3719069,0.0,46.291
1557821428596,102.400001526,127.3574805,36.3717881,0.0,45.018
1557821439789,80.5999984741,127.3573906,36.3718131,0.0,54.138
1557821457503,0.0,127.3573798,36.3721248,0.0,70.781
1557821469256,90.3000030518,127.3573986,36.3720705,0.0,60.211
1557821491198,0.0,127.3571775,36.371976,0.0,55.24
1557821514149,0.0,127.3564007,36.3714395,0.0,15.648
1557821525252,0.0,127.3564579,36.3714841,0.0,23.543
1557821536788,0.0,127.3564266,36.3714285,0.0,16.508
1557821553496,96.0999984741,127.3564544,36.3715028,0.0,16.516
1557821564922,80.4000015259,127.3564173,36.3714071,0.0,18.161
1557821576738,79.0,127.3563437,36.37133,0.0,29.928
1557821588678,78.9000015259,127.3563209,36.3712584,0.0,29.841
1557821599938,0.0,127.3561703,36.371063,0.0,17.894
1557821624830,0.0,127.3559362,36.3707361,0.0,14.988
1557821743428,79.3000030518,127.3557482,36.3704598,0.0,17.53
1557821748878,79.5,127.3556871,36.3704288,0.0,15.135
1557821760248,79.1999969482,127.3557381,36.3705081,0.0,14.886
1557821765899,79.1999969482,127.3557805,36.3705645,0.0,14.291
1557821771305,79.1999969482,127.3557533,36.3705131,0.0,15.17
1557821786087,79.1999969482,127.3557832,36.3705685,0.0,15.923
1557821796070,79.5,127.3557458,36.3705142,0.0,14.138
1557821819281,0.0,127.3557723,36.3706641,0.0,39.422
1557821836194,0.0,127.3557636,36.3706009,0.0,23.43
1557821843922,100.400001526,127.3556184,36.3705203,0.0,17.928
1557822163177,102.199996948,127.3555358,36.3704899,0.0,17.19
1557822199217,102.5,127.3555432,36.3704866,0.0,15.627
1557823083526,102.199996948,127.3554356,36.370477,0.0,23.445
1557823383889,102.199996948,127.3555399,36.3704699,0.0,16.534
1557823667629,77.0,127.3551103,36.3713517,0.0,61.0
1557823966675,0.0,127.3558827,36.37067,0.0,14.724
1557823982390,0.0,127.3558164,36.370682,0.0,14.854
1557824001649,0.0,127.3558933,36.370744,0.0,29.037
1557824102004,79.1999969482,127.35518,36.3706278,0.0,15.765
1557824118643,0.0,127.3571787,36.3708659,0.0,1799.999
1557824441916,87.6999969482,127.3528115,36.3695313,0.0,22.33
1557824539502,87.5999984741,127.3524463,36.368994,0.0,17.953
1557824626430,0.0,127.352095,36.3682469,0.0,100.0
1557824926848,80.4000015259,127.3516599,36.3644817,0.0,15.622
1557825012013,78.0999984741,127.3505453,36.364018,0.0,15.316
1557825176898,75.4000015259,127.3501369,36.3631033,0.0,14.853
1557825219188,75.4000015259,127.3501435,36.3631135,0.0,10.389
1557829501157,76.4000015259,127.351789,36.3654783,0.0,17.692
1557829808772,88.0999984741,127.3521857,36.3686029,0.0,70.493
1557830144661,0.0,127.3561477,36.3705127,0.0,110.0
1557830452280,78.5,127.3554187,36.3704253,0.0,15.45
1557830587948,79.4000015259,127.3557569,36.3704315,0.0,15.063
1557830612548,79.5,127.3556767,36.3704265,0.0,15.061
1557830625056,79.0999984741,127.3556954,36.3704924,0.0,22.925
1557830792707,102.400001526,127.3555743,36.3704813,0.0,17.07
1557830796554,102.400001526,127.3555743,36.3704813,0.0,17.07
1557831375284,102.5,127.3553144,36.3704667,0.0,41.16
1557831465466,102.5,127.3555037,36.3704731,0.0,15.696
1557832097552,102.199996948,127.35537,36.3705005,0.0,50.626
1557832423107,102.199996948,127.3555353,36.3704942,0.0,15.812
1557832869349,102.5,127.3556662,36.3705524,0.0,30.482
1557832999668,102.5,127.3556171,36.3704787,0.0,16.493
1557833089670,102.199996948,127.3555065,36.3704721,0.0,15.558
1557833179001,102.5,127.3556075,36.3705413,0.0,32.064
1557834386411,102.199996948,127.3555537,36.3704666,0.0,16.642
1557834653637,102.199996948,127.3556071,36.3704943,0.0,30.013
1557836283767,102.5,127.3554385,36.3704391,0.0,27.805
1557836631283,102.5,127.355543,36.3704493,0.0,14.782
1557837055212,79.1999969482,127.3558318,36.3706147,0.0,15.916
1557837376191,0.0,127.3581154,36.371316,0.0,100.0
1557837622364,0.0,127.3618641,36.3700154,0.0,100.0
1557837632796,0.0,127.3618784,36.369919,0.0,74.979
1557837642842,0.0,127.3619948,36.3694813,0.0,55.181
1557837657910,0.0,127.3631023,36.3700281,0.0,92.9
1557837668428,75.6999969482,127.3610411,36.3699037,0.0,50.159
1557837673975,84.9000015259,127.3605928,36.3698836,0.0,40.916
1557837743174,75.6999969482,127.3609029,36.3700687,0.0,60.0
1557837763571,0.0,127.3623723,36.3698644,0.0,44.524
1557837771344,0.0,127.3623723,36.3698644,0.0,44.524
1557838071060,75.6999969482,127.3615864,36.3700657,0.0,100.0
1557838355433,0.0,127.3623551,36.3699129,0.0,15.228
1557838372825,80.0,127.3623738,36.3699582,0.0,19.572
1557838382854,0.0,127.3621882,36.3699157,0.0,1799.999
1557838494519,0.0,127.3621882,36.3699157,0.0,1799.999
1557838664069,73.8000030518,127.3623197,36.3699474,0.0,17.211
1557838987663,73.8000030518,127.3623661,36.3699885,0.0,38.314
1557839261865,71.0,127.3615405,36.3697774,0.14999999,16.0
1557839436296,0.0,127.3620589,36.3697567,0.0,60.446
1557839741739,73.8000030518,127.3620955,36.3702681,0.0,59.315
1557839897367,80.0,127.3624561,36.3702548,0.0,39.925
1557840082707,73.8000030518,127.362458,36.3701377,0.0,63.246
1557840189804,0.0,127.3624672,36.3698432,0.0,46.747
1557840509204,0.0,127.3622302,36.370224,0.0,32.971
1557840789381,73.8000030518,127.3620965,36.3700924,0.0,100.0
1557841109089,0.0,127.3622962,36.3702292,0.0,42.977
1557841520234,0.0,127.3623863,36.3702447,0.0,40.245
1557841842171,84.4000015259,127.3622442,36.3702501,0.0,28.702
1557842176404,84.3000030518,127.3622566,36.370174,0.0,29.464
1557842323019,0.0,127.3621018,36.3708188,0.0,40.201
1557842337891,80.0,127.362028,36.3708503,0.0,32.812
1557842348128,84.1999969482,127.3619358,36.3710075,0.0,33.984
1557842406387,0.0,127.361788,36.3712906,0.0,55.528
1557842416416,88.3000030518,127.3618763,36.3713066,0.0,58.263
