timestamp,type
1558397133052,SCREEN_ON
1558397138893,SCREEN_OFF
1558397404909,SCREEN_ON
1558397426013,SCREEN_OFF
1558398003595,SCREEN_ON
1558398022540,SCREEN_OFF
1558398604153,SCREEN_ON
1558398617323,SCREEN_OFF
1558398736940,POWER_DISCONNECTED
1558398739956,SCREEN_ON
1558398740868,UNLOCK
1558398741233,SCREEN_OFF
1558398741759,SCREEN_ON
1558398794927,SCREEN_OFF
1558398980752,SCREEN_ON
1558398982072,UNLOCK
1558398984416,RINGER_MODE_VIBRATE
1558398987420,SCREEN_OFF
1558399055678,SCREEN_ON
1558399059566,SCREEN_OFF
1558399061077,SCREEN_ON
1558399061273,UNLOCK
1558399092072,SCREEN_OFF
1558400035965,SCREEN_ON
1558400036632,UNLOCK
1558400241805,SCREEN_OFF
1558400650871,SCREEN_ON
1558400651688,UNLOCK
1558400689873,SCREEN_OFF
1558401333982,SCREEN_ON
1558401334106,UNLOCK
1558401415730,SCREEN_OFF
1558401808177,SCREEN_ON
1558401815888,SCREEN_OFF
1558401869731,SCREEN_ON
1558401879151,SCREEN_OFF
1558401894191,UNLOCK
1558401894594,SCREEN_ON
1558401897316,SCREEN_OFF
1558401949789,SCREEN_ON
1558401950842,UNLOCK
1558401967724,SCREEN_OFF
1558401991970,SCREEN_ON
1558401992917,UNLOCK
1558402035648,SCREEN_OFF
1558402085697,SCREEN_ON
1558402088725,SCREEN_OFF
1558402107639,SCREEN_ON
1558402108826,UNLOCK
1558402126487,SCREEN_OFF
1558402193046,SCREEN_ON
1558402216305,SCREEN_OFF
1558402295076,SCREEN_ON
1558402302155,SCREEN_OFF
1558402305391,SCREEN_ON
1558402305790,UNLOCK
1558402360848,SCREEN_OFF
1558402364753,SCREEN_ON
1558402407824,SCREEN_OFF
1558402450254,UNLOCK
1558402450578,SCREEN_ON
1558402565106,SCREEN_OFF
1558402935736,SCREEN_ON
1558402936241,UNLOCK
1558403052026,SCREEN_OFF
1558403062903,SCREEN_ON
1558403063471,UNLOCK
1558403100415,SCREEN_OFF
1558403137094,SCREEN_ON
1558403138356,UNLOCK
1558403300066,SCREEN_OFF
1558403304533,SCREEN_ON
1558403305394,UNLOCK
1558403443884,SCREEN_OFF
1558403540863,SCREEN_ON
1558403541723,UNLOCK
1558403602814,SCREEN_OFF
1558403746747,SCREEN_ON
1558403748367,UNLOCK
1558403778258,SCREEN_OFF
1558403919819,SCREEN_ON
1558403920087,UNLOCK
1558403950223,SCREEN_OFF
1558404004527,SCREEN_ON
